Type,From,To,Crypto,USD,Txn,ID
Transfer,0x0144b7,KittyGr_…,NA,NA,2020-10-07,6485
Transfer,KittyGr_…,0x0144b7,NA,NA,2018-06-23,6485
Sold,0x00d7c9,KittyGr_…,0.05,30,2018-06-08,6485
Offered,,,0.05,28,2018-05-29,6485
Claimed,,0x00d7c9,NA,NA,2017-06-23,6485
Bid,0xc7c6b9,,0.01,0.01,2020-12-17,6486
Sold,Zieg,0x55afb7,0.36,97,2018-08-22,6486
Bid,0x55afb7,,0.36,103,2018-08-16,6486
Offered,,,0.49,416,2018-03-05,6486
Offered,,,0.9,681,2018-01-01,6486
Offer Withdrawn,,,NA,NA,2017-12-08,6486
Offered,,,0.35,163,2017-11-28,6486
Offered,,,0.9,255,2017-09-20,6486
Offered,,,1.3,382,2017-09-12,6486
Offer Withdrawn,,,NA,NA,2017-08-30,6486
Offered,,,1.2,356,2017-08-13,6486
Offered,,,1.5,464,2017-08-11,6486
Sold,0x58164b,Zieg,4.5,1010,2017-08-03,6486
Offered,,,4.5,1010,2017-08-03,6486
Sold,Zieg,0x58164b,4.5,1010,2017-08-03,6486
Bid,0x58164b,,4.5,1010,2017-08-03,6486
Offer Withdrawn,,,NA,NA,2017-07-29,6486
Offered,,,1.2,272,2017-07-20,6486
Offer Withdrawn,,,NA,NA,2017-07-19,6486
Offered,,,1.29,293,2017-07-18,6486
Transfer,Spilliae…,Zieg,NA,NA,2017-07-18,6486
Claimed,,Spilliae…,NA,NA,2017-06-23,6486
Bid Withdrawn,0x7a3960,,165,65299,2020-10-22,6487
Bid,0x7a3960,,165,64840,2020-10-22,6487
Bid Withdrawn,jmg,,130,47846,2020-10-17,6487
Bid,jmg,,130,49338,2020-10-15,6487
Offer Withdrawn,,,NA,NA,2020-10-13,6487
Bid Withdrawn,0x7a3960,,125,46789,2020-10-12,6487
Offered,,,165,61557,2020-10-11,6487
Offer Withdrawn,,,NA,NA,2020-10-11,6487
Bid,0x7a3960,,125,46589,2020-10-11,6487
Offered,,,230,79150,2020-10-02,6487
Transfer,DANNY,0x1da533,NA,NA,2020-06-02,6487
Sold,0xf1ad94,DANNY,100,20857,2020-05-24,6487
Bid Withdrawn,jmg,,30,4802,2020-01-25,6487
Bid,jmg,,30,4982,2020-01-20,6487
Bid Withdrawn,jmg,,8,2670,2019-06-26,6487
Bid,jmg,,8,2459,2019-06-23,6487
Bid,0x374bd1,,5,1480,2019-06-21,6487
Bid Withdrawn,0x374bd1,,10,2960,2019-06-21,6487
Bid,0x374bd1,,10,2722,2019-06-20,6487
Bid Withdrawn,jmg,,13.5,3675,2019-06-20,6487
Bid,jmg,,13.5,3571,2019-06-18,6487
Bid Withdrawn,jmg,,11.5,2213,2019-05-11,6487
Bid,jmg,,11.5,1935,2019-05-03,6487
Bid Withdrawn,0x58164b,,4.5,1010,2017-08-03,6487
Bid,0x58164b,,4.5,1010,2017-08-03,6487
Bid Withdrawn,0xd8e806,,1.5,341,2017-07-18,6487
Bid,0xd8e806,,1.5,336,2017-07-12,6487
Bid Withdrawn,0x00bd3a,,1,269,2017-07-04,6487
Bid,0x00bd3a,,1,269,2017-07-04,6487
Bid,0x5b098b,,0.51,137,2017-07-04,6487
Bid,0x717403,,0.05,13,2017-06-26,6487
Offered,,,100,27936,2017-06-25,6487
Claimed,,0xf1ad94,NA,NA,2017-06-23,6487
Claimed,NA,4656795,NA,NA,2017-06-23,6488
Claimed,NA,12221644,NA,NA,2017-06-23,6489
Offer Withdrawn,,,NA,NA,2020-09-09,6490
Bid Withdrawn,Kataster…,,7,1708,2020-07-13,6490
Bid,Kataster…,,7,1713,2020-07-13,6490
Offered,,,15,3519,2020-06-24,6490
Bid Withdrawn,TokenAng…,,12,2646,2020-05-29,6490
Bid,TokenAng…,,12,2521,2020-05-28,6490
Bid Withdrawn,Pranksy,,5,1070,2020-05-18,6490
Bid,Pranksy,,5,1034,2020-05-17,6490
Sold,Hemba,sov,0.2,95,2017-11-27,6490
Offered,,,0.45,212,2017-11-26,6490
Bid,sov,,0.2,94,2017-11-26,6490
Offered,,,3.3,1267,2017-08-30,6490
Offered,,,5.5,1234,2017-08-03,6490
Offered,,,7,1334,2017-07-11,6490
Offered,,,8,1524,2017-07-11,6490
Transfer,0x45055c,Hemba,NA,NA,2017-06-28,6490
Claimed,,0x45055c,NA,NA,2017-06-23,6490
Bid Withdrawn,0x04613b,NA,0.2,45,2020-07-03,6491
Bid,0x04613b,NA,0.2,48,2020-06-08,6491
Bid,0x717403,NA,0.15000000000000002,42,2017-06-25,6491
Bid,ddaavvee,NA,0.15000000000000002,42,2017-06-25,6491
Bid Withdrawn,0x717403,NA,0.05,14,2017-06-25,6491
Bid,0x717403,NA,0.05,14,2017-06-25,6491
Transfer,0x5b098b,13358210,NA,NA,2017-06-24,6491
Bid Withdrawn,0x00bd3a,NA,0.5,163,2017-06-23,6491
Offered,,NA,1.99,650,2017-06-23,6491
Bid,0x00bd3a,NA,0.5,163,2017-06-23,6491
Claimed,,5966219,NA,NA,2017-06-23,6491
Transfer,0x6e17e4,cpu1,NA,NA,2020-05-17,6492
Transfer,cpu1,0x6e17e4,NA,NA,2020-05-13,6492
Sold,Goop,cpu1,0.6799999999999999,129,2020-05-11,6492
Offered,,,0.6799999999999999,120,2020-01-19,6492
Offered,,,0.64,108,2020-01-17,6492
Bid Withdrawn,7478,,0.35,51,2020-01-11,6492
Offered,,,0.58,85,2020-01-11,6492
Bid,7478,,0.35,51,2020-01-11,6492
Offered,,,0.5700000000000001,80,2020-01-08,6492
Sold,0x6611fe,Goop,0.55,78,2020-01-08,6492
Offered,,,0.55,133,2017-07-07,6492
Claimed,,0x6611fe,NA,NA,2017-06-23,6492
Claimed,NA,1471195,NA,NA,2017-06-23,6493
Sold,0x7d705d,Kataster…,0.99,223,2020-02-09,6494
Offered,,,0.99,219,2020-02-07,6494
Offer Withdrawn,,,NA,NA,2020-01-07,6494
Offered,,,0.9500000000000001,131,2020-01-05,6494
Sold,0x000c1c…,0x7d705d,0.6,80,2020-01-04,6494
Offered,,,0.6,106,2019-10-20,6494
Transfer,0x887caa,0x000c1c…,NA,NA,2017-10-02,6494
Claimed,,0x887caa,NA,NA,2017-06-23,6494
Bid,0xc7c6b9,,0.01,0.01,2020-12-15,6495
Transfer,0x000c1c…,0xde5d74,NA,NA,2018-05-09,6495
Transfer,0x887caa,0x000c1c…,NA,NA,2017-10-02,6495
Claimed,,0x887caa,NA,NA,2017-06-23,6495
Transfer,rleshner…,0x5274b3,NA,NA,2020-12-29,6496
Transfer,0x000c1c…,rleshner…,NA,NA,2020-01-25,6496
Bid Withdrawn,Pranksy,,0.4,52,2020-01-01,6496
Bid,Pranksy,,0.4,53,2019-12-31,6496
Transfer,0x887caa,0x000c1c…,NA,NA,2017-10-02,6496
Claimed,,0x887caa,NA,NA,2017-06-23,6496
Offer Withdrawn,,,NA,NA,2020-09-25,6497
Offered,,,100,36375,2020-09-15,6497
Offered,,,50,18654,2020-09-12,6497
Offer Withdrawn,,,NA,NA,2020-05-26,6497
Offered,,,20,2874,2020-01-11,6497
Offered,,,6,788,2019-12-31,6497
Sold,0x000c1c…,Pixls,0.5,66,2019-12-31,6497
Offered,,,0.5,88,2019-10-20,6497
Transfer,0x887caa,0x000c1c…,NA,NA,2017-10-02,6497
Claimed,,0x887caa,NA,NA,2017-06-23,6497
Transfer,GoWest23,EliteCat…,NA,NA,2020-10-04,6498
(Unwrap),WrappedC…,GoWest23,NA,NA,2020-10-04,6498
(Wrap),0xa18fd5,WrappedC…,NA,NA,2020-09-28,6498
Transfer,GoWest23,0xa18fd5,NA,NA,2020-09-28,6498
Offer Withdrawn,,,NA,NA,2020-09-28,6498
Offered,,,12.25,4302,2020-09-24,6498
Offered,,,9.950000000000001,3449,2020-09-24,6498
Offer Withdrawn,,,NA,NA,2020-09-14,6498
Offered,,,8.49,3180,2020-09-14,6498
Offer Withdrawn,,,NA,NA,2020-05-27,6498
Offered,,,8.9,1792,2020-05-26,6498
Offer Withdrawn,,,NA,NA,2020-05-12,6498
Offered,,,3.4,640,2020-05-11,6498
Sold,Alley,GoWest23,1,130,2020-01-01,6498
Bid Withdrawn,GoWest23,,0.75,97,2020-01-01,6498
Bid,GoWest23,,0.75,99,2019-12-30,6498
Offered,,,1,269,2019-06-15,6498
Transfer,Sylveste…,Alley,NA,NA,2019-05-17,6498
Offer Withdrawn,,,NA,NA,2019-05-17,6498
Offered,,,2,529,2019-05-16,6498
Offer Withdrawn,,,NA,NA,2019-05-16,6498
Offered,,,2,342,2019-05-09,6498
Sold,0x000c1c…,Sylveste…,0.5,82,2019-05-04,6498
Offered,,,0.5,82,2019-05-04,6498
Transfer,0x887caa,0x000c1c…,NA,NA,2017-10-02,6498
Claimed,,0x887caa,NA,NA,2017-06-23,6498
Claimed,NA,2553668,NA,NA,2017-06-23,6499
Bid Withdrawn,TweetyPi…,,1.5,824,2020-12-11,6500
Bid,TweetyPi…,,1.5,824,2020-12-11,6500
Sold,0x82f3d9,Zonked,2.5,1373,2020-12-11,6500
Offered,,,2.5,1373,2020-12-11,6500
Sold,jmg,0x82f3d9,0.19,258,2018-01-14,6500
Offered,,,0.19,212,2018-01-07,6500
Sold,0x58164b,jmg,0.06,67,2018-01-07,6500
Bid,jmg,,0.06,52,2018-01-02,6500
Claimed,,0x58164b,NA,NA,2017-06-23,6500
Transfer,48543,13275108,NA,NA,2018-03-08,6501
Claimed,NA,48543,NA,NA,2017-06-23,6501
Bid Withdrawn,7435267,NA,0.05,13,2017-06-26,6502
Bid,7435267,NA,0.05,14,2017-06-25,6502
Bid Withdrawn,7435267,NA,0.05,14,2017-06-25,6502
Bid,7435267,NA,0.05,14,2017-06-25,6502
Claimed,NA,7293485,NA,NA,2017-06-23,6502
Sold,0x24ee78,so_long_…,5,1895,2020-10-13,6503
Sold,0x067034,0x24ee78,2.8499999999999996,1008,2020-09-26,6503
Sold,Pranksy,0x067034,1.78,665,2020-09-20,6503
(Wrap),0x776758,WrappedC…,NA,NA,2020-09-14,6503
Transfer,Pranksy,0x776758,NA,NA,2020-09-14,6503
Sold,CPyrc,Pranksy,1.6900000000000002,637,2020-09-14,6503
Offered,,,1.6900000000000002,607,2020-09-13,6503
Offer Withdrawn,,,NA,NA,2020-09-11,6503
Offered,,,1.6800000000000002,333,2020-05-26,6503
Offered,,,1.48,301,2020-05-26,6503
Offered,,,2.5,526,2020-05-24,6503
Sold,0x6b3db0,CPyrc,1,208,2020-05-22,6503
Offered,,,1,185,2019-11-09,6503
Sold,juggerna…,0x6b3db0,0.25,46,2019-11-09,6503
Offered,,,0.25,46,2019-11-02,6503
Offered,,,0.3,54,2019-10-26,6503
Transfer,0x00d7c9,juggerna…,NA,NA,2019-10-04,6503
Offered,,,1,828,2018-02-04,6503
Offered,,,0.1,126,2018-01-12,6503
Claimed,,0x00d7c9,NA,NA,2017-06-23,6503
Bid,0xc7c6b9,,0.01,0.01,2020-12-17,6504
Bid Withdrawn,stazie,,0.55,109,2020-04-28,6504
Bid,stazie,,0.55,105,2020-04-23,6504
Sold,Hemba,0x28784d,0.16,218,2018-01-14,6504
Bid,0x28784d,,0.16,222,2018-01-13,6504
Bid Withdrawn,0x76ee90,,0.1,74,2017-12-27,6504
Bid,0x76ee90,,0.1,79,2017-12-21,6504
Offered,,,0.2,162,2017-12-19,6504
Sold,0x682c30,Hemba,0.27,72,2017-07-05,6504
Bid,Hemba,,0.27,72,2017-07-05,6504
Bid,0x7760e0,,0.21000000000000002,57,2017-07-04,6504
Bid,0x5b098b,,0.21000000000000002,57,2017-07-04,6504
Claimed,,0x682c30,NA,NA,2017-06-23,6504
Claimed,NA,25917,NA,NA,2017-06-23,6505
Transfer,GoWest23,EliteCat…,NA,NA,2020-10-04,6506
(Unwrap),WrappedC…,GoWest23,NA,NA,2020-10-04,6506
(Wrap),0xa18fd5,WrappedC…,NA,NA,2020-09-28,6506
Transfer,GoWest23,0xa18fd5,NA,NA,2020-09-28,6506
Sold,Hemba,GoWest23,0.45,78,2019-05-06,6506
Offered,,,0.45,86,2017-07-11,6506
Claimed,,Hemba,NA,NA,2017-06-23,6506
Claimed,NA,7293485,NA,NA,2017-06-23,6507
Claimed,NA,7293485,NA,NA,2017-06-23,6508
Claimed,NA,7293485,NA,NA,2017-06-23,6509
Offer Withdrawn,NA,,NA,NA,2020-09-28,6510
Offered,NA,,50,18420,2020-09-15,6510
Offered,NA,,12,4391,2020-09-14,6510
Offered,NA,,5,818,2020-01-16,6510
Offered,NA,,3.5,572,2020-01-16,6510
Offered,NA,,1.25,237,2019-09-15,6510
Sold,55241,Pixls,0.3,66,2019-07-19,6510
Offered,NA,,0.3,66,2019-07-19,6510
Offered,NA,,0.5,153,2019-07-07,6510
Offered,NA,,4,1074,2019-06-16,6510
Offered,NA,,0.7,172,2019-05-23,6510
Claimed,NA,0x00d7c9,NA,NA,2017-06-23,6510
Claimed,NA,13358210,NA,NA,2017-06-23,6511
Transfer,48543,13275108,NA,NA,2018-03-08,6512
Claimed,NA,48543,NA,NA,2017-06-23,6512
Bid Withdrawn,Pranksy,NA,2,426,2020-05-07,6513
Bid,Pranksy,NA,2,426,2020-05-07,6513
Bid Withdrawn,Pranksy,NA,1.5,299,2020-04-26,6513
Bid,Pranksy,NA,1.5,289,2020-04-26,6513
Bid,Kataster…,NA,1,193,2020-04-25,6513
Bid Withdrawn,jmg,NA,0.65,172,2019-06-18,6513
Bid,jmg,NA,0.65,170,2019-05-19,6513
Bid Withdrawn,jmg,NA,0.4,54,2019-03-26,6513
Bid,jmg,NA,0.4,90,2018-10-06,6513
Bid,0x717403,NA,0.05,14,2017-06-25,6513
Claimed,,12734295,NA,NA,2017-06-23,6513
(Wrap),0x840aad,WrappedC…,NA,NA,2020-09-29,6514
Transfer,0x568cf5,0x840aad,NA,NA,2020-09-29,6514
Sold,MrNFT,0x568cf5,5.88,2138,2020-09-28,6514
Offered,,,5.88,2138,2020-09-28,6514
(Unwrap),WrappedC…,MrNFT,NA,NA,2020-09-28,6514
Sold,GoWest23,MrNFT,4.85,1764,2020-09-28,6514
(Wrap),0xa18fd5,WrappedC…,NA,NA,2020-09-28,6514
Transfer,GoWest23,0xa18fd5,NA,NA,2020-09-28,6514
Bid Withdrawn,Pixls,,0.25,43,2019-05-06,6514
Sold,0x0af8cc,GoWest23,0.3,52,2019-05-06,6514
Bid,Pixls,,0.25,41,2019-05-05,6514
Offered,,,0.3,47,2019-04-26,6514
Sold,0x00d7c9,0x0af8cc,0.05,30,2018-06-07,6514
Offered,,,0.05,28,2018-05-29,6514
Claimed,,0x00d7c9,NA,NA,2017-06-23,6514
Bid Withdrawn,12800693,NA,12,2418,2020-05-14,6515
Bid,12800693,NA,12,1922,2020-01-25,6515
Bid Withdrawn,12800693,NA,8,1281,2020-01-25,6515
Bid,12800693,NA,8,1307,2020-01-16,6515
Transfer,7487078,6735783,NA,NA,2019-02-20,6515
Bid Withdrawn,8303725,NA,0.1,69,2017-12-14,6515
Bid,8303725,NA,0.1,70,2017-12-13,6515
Bid Withdrawn,7435267,NA,0.05,14,2017-06-25,6515
Bid,7435267,NA,0.05,14,2017-06-25,6515
Claimed,NA,7487078,NA,NA,2017-06-23,6515
Offered,,,5.9,4273,2020-12-30,6516
Offer Withdrawn,,,NA,NA,2020-12-30,6516
Offer Withdrawn,,,NA,NA,2020-10-21,6516
Offered,,,5.5,2033,2020-10-20,6516
Sold,0x00d7c9,GtC,0.25,45,2019-09-03,6516
Bid,GtC,,0.25,45,2019-09-03,6516
Offered,,,0.5,153,2019-07-07,6516
Offer Withdrawn,,,NA,NA,2019-06-11,6516
Offered,,,0.45,78,2019-05-06,6516
Claimed,,0x00d7c9,NA,NA,2017-06-23,6516
Claimed,NA,3699717,NA,NA,2017-06-23,6517
Claimed,NA,3699717,NA,NA,2017-06-23,6518
Transfer,48543,13275108,NA,NA,2018-03-08,6519
Claimed,NA,48543,NA,NA,2017-06-23,6519
Claimed,NA,4573002,NA,NA,2017-06-23,6520
Claimed,NA,13358210,NA,NA,2017-06-23,6521
Sold,satman,Novo311,6.5,4010,2020-12-25,6522
(Unwrap),WrappedC…,satman,NA,NA,2020-12-25,6522
Bid,Novo311,,6.5,4010,2020-12-25,6522
(Wrap),0xf673c2,WrappedC…,NA,NA,2020-12-25,6522
Transfer,satman,0xf673c2,NA,NA,2020-12-25,6522
Offered,,,6.99,4309,2020-12-25,6522
Offer Withdrawn,,,NA,NA,2020-12-25,6522
Offered,,,9,5957,2020-12-17,6522
Transfer,6373D,satman,NA,NA,2020-12-15,6522
Sold,2pac,6373D,3,1755,2020-12-14,6522
Offered,,,4.25,2483,2020-12-14,6522
Bid,6373D,,3,1753,2020-12-14,6522
Offered,,,5.99,3424,2020-12-13,6522
Transfer,pinkiepi…,2pac,NA,NA,2020-12-10,6522
Transfer,2pac,pinkiepi…,NA,NA,2020-12-09,6522
Offered,,,5.99,3440,2020-12-08,6522
Offer Withdrawn,,,NA,NA,2020-12-04,6522
Bid Withdrawn,TweetyPi…,,4,2197,2020-11-29,6522
Bid,TweetyPi…,,4,2197,2020-11-29,6522
Offered,,,6,3295,2020-11-29,6522
Offered,,,10,5158,2020-11-26,6522
Offer Withdrawn,,,NA,NA,2020-11-24,6522
Offered,,,9,5330,2020-11-23,6522
Offer Withdrawn,,,NA,NA,2020-11-17,6522
Offered,,,8,3602,2020-11-16,6522
Offer Withdrawn,,,NA,NA,2020-11-15,6522
Offered,,,8.99,3697,2020-11-05,6522
(Unwrap),WrappedC…,2pac,NA,NA,2020-11-04,6522
(Wrap),0xbf08e1,WrappedC…,NA,NA,2020-10-31,6522
Transfer,2pac,0xbf08e1,NA,NA,2020-10-31,6522
(Unwrap),WrappedC…,2pac,NA,NA,2020-10-27,6522
(Wrap),0xbf08e1,WrappedC…,NA,NA,2020-10-24,6522
Transfer,2pac,0xbf08e1,NA,NA,2020-10-24,6522
Offer Withdrawn,,,NA,NA,2020-10-24,6522
Offered,,,8.99,3716,2020-10-24,6522
(Unwrap),WrappedC…,2pac,NA,NA,2020-10-21,6522
(Wrap),0xa16152,WrappedC…,NA,NA,2020-10-19,6522
Transfer,0x257e2b,0xa16152,NA,NA,2020-10-19,6522
Offer Withdrawn,,,NA,NA,2020-10-19,6522
Offered,,,12,4504,2020-10-19,6522
Offered,,,10,3682,2020-10-17,6522
Offer Withdrawn,,,NA,NA,2020-10-17,6522
Offered,,,9,3308,2020-10-17,6522
Offer Withdrawn,,,NA,NA,2020-10-16,6522
Offered,,,9,3340,2020-10-16,6522
Offered,,,9.4,3552,2020-10-15,6522
Offered,,,9.99,3799,2020-10-15,6522
Offer Withdrawn,,,NA,NA,2020-10-14,6522
Offered,,,11.99,4602,2020-10-12,6522
Offer Withdrawn,,,NA,NA,2020-10-11,6522
Offered,,,9.9,3689,2020-10-11,6522
Offer Withdrawn,,,NA,NA,2020-10-10,6522
Offered,,,11.99,4207,2020-10-08,6522
Offer Withdrawn,,,NA,NA,2020-10-08,6522
Offered,,,12.99,4405,2020-10-08,6522
Sold,VonMises,0x257e2b,9.1,3106,2020-10-07,6522
Offered,,,9.1,3106,2020-10-07,6522
Bid,0x257e2b,,8.4,2867,2020-10-07,6522
Offered,,,9.99,3406,2020-10-07,6522
Offer Withdrawn,,,NA,NA,2020-09-15,6522
Offered,,,9.99,3706,2020-09-13,6522
Sold,Pranksy,VonMises,1.5,320,2020-05-18,6522
Bid,VonMises,,1.5,319,2020-05-18,6522
Offered,,,1.6900000000000002,321,2020-05-10,6522
Offered,,,1.75,331,2020-04-23,6522
Offered,,,1.99,285,2020-04-03,6522
Offered,,,2.4899999999999998,338,2020-01-05,6522
Sold,0x682c30,Pranksy,0.99,134,2020-01-05,6522
Bid Withdrawn,Pranksy,,0.45,59,2019-12-31,6522
Bid,Pranksy,,0.45,59,2019-12-30,6522
Offered,,,0.99,163,2019-04-13,6522
Claimed,,0x682c30,NA,NA,2017-06-23,6522
Sold,0x5aaeb9,CryptoEa…,2.8,977,2020-09-25,6523
Sold,0x73710b,0x5aaeb9,2.4,831,2020-09-24,6523
Sold,cryptoke…,0x73710b,1.99,766,2020-09-19,6523
Sold,0x9ce03d,cryptoke…,1.7,644,2020-09-18,6523
Sold,Pranksy,0x9ce03d,1.8800000000000001,722,2020-09-18,6523
(Wrap),0x10d6d9,WrappedC…,NA,NA,2020-09-16,6523
Transfer,evkort,0x10d6d9,NA,NA,2020-09-16,6523
Offer Withdrawn,,,NA,NA,2020-09-16,6523
Offered,,,7,2568,2020-09-15,6523
Sold,Pixls,evkort,2,718,2020-09-13,6523
Bid Withdrawn,0xe3c98c,,1.1,306,2020-07-24,6523
Bid,0xe3c98c,,1.1,266,2020-07-13,6523
Offered,,,2,407,2020-05-22,6523
Offered,,,1.21,194,2020-01-23,6523
Sold,0xf0f068…,Pixls,0.96,154,2020-01-23,6523
Offered,,,0.96,155,2020-01-23,6523
Sold,GtC,0xf0f068…,0.9,146,2020-01-23,6523
Offered,,,0.9,152,2020-01-17,6523
Sold,0xf0f068…,GtC,0.8400000000000001,142,2020-01-17,6523
Offered,,,0.8400000000000001,138,2020-01-16,6523
Offered,,,0.77,105,2020-01-10,6523
Offered,,,0.8,109,2020-01-10,6523
Offered,,,0.8,109,2020-01-10,6523
Offered,,,0.9,129,2020-01-07,6523
Sold,Pixls,0xf0f068…,0.6,85,2020-01-07,6523
Bid Withdrawn,0xf0f068…,,0.54,76,2020-01-07,6523
Bid,0xf0f068…,,0.54,77,2020-01-07,6523
Offered,,,0.6,81,2020-01-05,6523
Offered,,,0.65,86,2020-01-01,6523
Offered,,,2,264,2020-01-01,6523
Offered,,,0.55,74,2019-12-30,6523
Offered,,,0.9,157,2019-04-20,6523
Offered,,,1.42,257,2019-04-08,6523
Sold,0x00d7c9,Pixls,0.45,79,2019-04-07,6523
Bid,Pixls,,0.45,64,2019-03-30,6523
Claimed,,0x00d7c9,NA,NA,2017-06-23,6523
Sold,0x0a4eaf…,0x00b278,0.38,92,2017-07-07,6524
Offered,,,0.38,100,2017-07-06,6524
Transfer,0x5b098b,0x0a4eaf…,NA,NA,2017-07-06,6524
Sold,0x682c30,0x5b098b,0.25,66,2017-07-05,6524
Offered,,,0.25,66,2017-07-05,6524
Claimed,,0x682c30,NA,NA,2017-06-23,6524
Claimed,NA,2671661,NA,NA,2017-06-23,6525
Transfer,55241,Wilcox,NA,NA,2019-09-15,6526
Offered,NA,,1,269,2019-07-13,6526
Claimed,NA,0x00d7c9,NA,NA,2017-06-23,6526
Transfer,CyrusOld,Cyrus,NA,NA,2018-06-30,6527
Sold,0x00d7c9,CyrusOld,0.05,29,2018-06-01,6527
Bid,CyrusOld,,0.05,29,2018-06-01,6527
Claimed,,0x00d7c9,NA,NA,2017-06-23,6527
Sold,Pranksy,0x1b7646,2.5,418,2020-01-21,6528
Bid Withdrawn,0x1b7646,,1,167,2020-01-21,6528
Bid,0x1b7646,,1,177,2020-01-18,6528
Offered,,,2.5,444,2019-10-17,6528
Offered,,,5.6899999999999995,1204,2019-07-29,6528
Sold,0x00d7c9,Pranksy,0.4,118,2019-06-21,6528
Bid Withdrawn,0x581b59,,0.45,133,2019-06-21,6528
Bid,0x581b59,,0.45,133,2019-06-21,6528
Bid Withdrawn,ChrisR,,0.41000000000000003,121,2019-06-21,6528
Offered,,Pranksy,0.4,118,2019-06-21,6528
Bid,ChrisR,,0.41000000000000003,121,2019-06-21,6528
Bid,Pranksy,,0.4,109,2019-06-20,6528
Bid Withdrawn,Pixls,,0.35,58,2019-04-24,6528
Bid,Pixls,,0.35,60,2019-04-22,6528
Claimed,,0x00d7c9,NA,NA,2017-06-23,6528
Bid Withdrawn,Dude_Nak…,NA,1,213,2020-05-01,6529
Bid,Dude_Nak…,NA,1,194,2020-04-26,6529
Bid,Mr_0x,NA,0.3,41,2019-02-28,6529
Bid,0x7760e0,NA,0.05,16,2017-06-28,6529
Claimed,,12734295,NA,NA,2017-06-23,6529
Bid Withdrawn,AZonneve…,NA,0.6,150,2020-06-02,6530
Bid,AZonneve…,NA,0.6,128,2020-05-20,6530
Bid Withdrawn,AZonneve…,NA,0.4,85,2020-05-20,6530
Bid,AZonneve…,NA,0.4,83,2020-05-17,6530
Claimed,,12734295,NA,NA,2017-06-23,6530
Offered,,,13.5,8327,2020-12-25,6531
Bid Withdrawn,Deeze,,6,3685,2020-12-25,6531
Bid,Deeze,,6,3659,2020-12-25,6531
Offered,,,6.6,3826,2020-12-24,6531
Offered,,,6.9,3332,2020-11-17,6531
Bid Withdrawn,0x56be13,,4.5,2157,2020-11-17,6531
Sold,0x392f89,0x95318b,5.5,2637,2020-11-17,6531
Bid,0x56be13,,4.5,2142,2020-11-17,6531
Offered,,,5.5,2619,2020-11-17,6531
(Unwrap),WrappedC…,0x392f89,NA,NA,2020-11-17,6531
Sold,Alex3422,0x392f89,7.99,2827,2020-09-29,6531
Sold,GoWest23,Alex3422,6.95,2524,2020-09-28,6531
(Wrap),0xa18fd5,WrappedC…,NA,NA,2020-09-28,6531
Transfer,GoWest23,0xa18fd5,NA,NA,2020-09-28,6531
Offer Withdrawn,,,NA,NA,2020-09-28,6531
Offered,,,6.25,2274,2020-09-15,6531
Sold,0x87e225,GoWest23,0.49,85,2019-05-06,6531
Offered,,,0.49,82,2019-04-16,6531
Offered,,,0.75,104,2019-03-28,6531
Sold,Cyborg,0x87e225,0.28,42,2019-01-08,6531
Offered,,,0.28,42,2019-01-07,6531
Offered,,,1,486,2018-03-26,6531
Sold,0x00d7c9,Cyborg,0.1,30,2017-10-26,6531
Offered,,,0.1,30,2017-10-26,6531
Bid,0x7760e0,,0.05,14,2017-07-02,6531
Claimed,,0x00d7c9,NA,NA,2017-06-23,6531
Bid Withdrawn,Nalesnik…,NA,0.06,27,2018-07-22,6532
Bid,Nalesnik…,NA,0.06,33,2018-03-20,6532
Sold,0x58164b,7435267,0.05,56,2018-01-07,6532
Sold,0xc24f57,5772875,1.5,292,2017-07-19,6532
Offered,,NA,1.5,361,2017-07-07,6532
Bid,0x717403,NA,0.05,13,2017-06-26,6532
Claimed,,12734295,NA,NA,2017-06-23,6532
Claimed,NA,9119710,NA,NA,2017-06-23,6533
Claimed,NA,9119710,NA,NA,2017-06-23,6534
Sold,0x3a8441,Theodora,0.9,317,2020-09-09,6535
Offered,,,0.9,304,2020-09-09,6535
Offered,,,1,243,2020-06-23,6535
Transfer,Wilcox,0x3a8441,NA,NA,2020-06-23,6535
Transfer,0x3a8441,Wilcox,NA,NA,2020-06-17,6535
Offered,,,1,232,2020-06-17,6535
Offered,,,1.49,303,2020-05-26,6535
Transfer,Wilcox,0x3a8441,NA,NA,2020-05-24,6535
Transfer,0x00d7c9,Wilcox,NA,NA,2019-09-18,6535
Offered,,,0.5,153,2019-07-07,6535
Claimed,,0x00d7c9,NA,NA,2017-06-23,6535
Offer Withdrawn,,,NA,NA,2020-12-27,6536
Offered,,,5.970000000000001,3654,2020-12-03,6536
Transfer,charley,0x3e9dac,NA,NA,2020-12-03,6536
Offered,,,6.2,3689,2020-11-25,6536
(Unwrap),WrappedC…,charley,NA,NA,2020-11-23,6536
Sold,0x4aa6a3,charley,3,1790,2020-11-23,6536
(Wrap),0x9f6ca4,WrappedC…,NA,NA,2020-11-08,6536
Transfer,0x4aa6a3,0x9f6ca4,NA,NA,2020-11-08,6536
Bid Withdrawn,0xbfa319,,0.47000000000000003,195,2020-10-22,6536
Bid,0xbfa319,,0.47000000000000003,195,2020-10-22,6536
(Unwrap),WrappedC…,0x4aa6a3,NA,NA,2020-10-20,6536
(Wrap),0x9f6ca4,WrappedC…,NA,NA,2020-10-15,6536
Transfer,0x4aa6a3,0x9f6ca4,NA,NA,2020-10-15,6536
